Order Date,Region,Customer Segment,Product Category,Units Sold,Unit Price,Revenue,Profit Margin
2021-06-11 11:00:00,East,Consumer,Furniture,19,190.23,3614.37,0.28
2021-06-11 12:00:00,North,Corporate,Electronics,37,257.83,9539.71,0.12
2021-06-11 13:00:00,East,Small Business,Electronics,4,314.17,1256.68,0.06
2021-06-11 14:00:00,South,Corporate,Furniture,37,447.86,16570.82,0.28
2021-06-11 15:00:00,East,Corporate,Furniture,32,104.22,3335.04,0.1
2021-06-11 16:00:00,South,Corporate,Office Supplies,45,52.63,2368.35,0.14
2021-06-11 17:00:00,West,Corporate,Electronics,48,317.33,15231.84,0.18
2021-06-11 18:00:00,North,Small Business,Electronics,12,203.12,2437.44,0.29
2021-06-11 19:00:00,West,Corporate,Office Supplies,41,89.82,3682.62,0.18
2021-06-11 20:00:00,South,Consumer,Office Supplies,16,67.37,1077.92,0.16
2021-06-11 21:00:00,South,Consumer,Electronics,14,283.87,3974.18,0.2
2021-06-11 22:00:00,South,Consumer,Furniture,1,157.23,157.23,0.29
2021-06-11 23:00:00,North,Small Business,Furniture,32,498.74,15959.68,0.25
2021-06-12 0:00:00,East,Corporate,Office Supplies,21,208.89,4386.69,0.09
2021-06-12 1:00:00,West,Small Business,Electronics,4,114.02,456.08,0.25
2021-06-12 2:00:00,West,Corporate,Office Supplies,9,318.14,2863.26,0.26
2021-06-12 3:00:00,East,Small Business,Furniture,46,129.68,5965.28,0.22
2021-06-12 4:00:00,West,Small Business,Furniture,22,252.1,5546.2,0.21
2021-06-12 5:00:00,North,Corporate,Office Supplies,12,246.46,2957.52,0.16
2021-06-12 6:00:00,West,Small Business,Furniture,30,232.24,6967.2,0.21
2021-06-12 7:00:00,South,Corporate,Electronics,30,400.08,12002.4,0.23
2021-06-12 8:00:00,East,Consumer,Office Supplies,32,116.14,3716.48,0.08
2021-06-12 9:00:00,North,Consumer,Office Supplies,36,453.11,16311.96,0.11
2021-06-12 10:00:00,East,Consumer,Office Supplies,7,397.76,2784.32,0.1
2021-06-12 11:00:00,North,Small Business,Furniture,17,173.23,2944.91,0.26
2021-06-12 12:00:00,South,Consumer,Electronics,1,98.5,98.5,0.22
2021-06-12 13:00:00,East,Corporate,Office Supplies,14,146.97,2057.58,0.16
2021-06-12 14:00:00,West,Consumer,Office Supplies,47,172.99,8130.53,0.26
2021-06-12 15:00:00,North,Consumer,Furniture,44,282.9,12447.6,0.23
2021-06-12 16:00:00,East,Small Business,Electronics,44,32.72,1439.68,0.28
2021-06-12 17:00:00,West,Corporate,Office Supplies,38,458.04,17405.52,0.07
2021-06-12 18:00:00,East,Small Business,Furniture,26,58.35,1517.1,0.18
2021-06-12 19:00:00,East,Small Business,Office Supplies,27,146.84,3964.68,0.23
2021-06-12 20:00:00,East,Corporate,Furniture,45,63.55,2859.75,0.1
2021-06-12 21:00:00,North,Small Business,Electronics,16,135.77,2172.32,0.13
2021-06-12 22:00:00,West,Corporate,Furniture,46,420.46,19341.16,0.15
2021-06-12 23:00:00,South,Consumer,Office Supplies,7,311.44,2180.08,0.25
2021-06-13 0:00:00,North,Corporate,Office Supplies,32,121.39,3884.48,0.17
2021-06-13 1:00:00,North,Corporate,Furniture,25,437.16,10929,0.17
2021-06-13 2:00:00,North,Corporate,Electronics,31,402.35,12472.85,0.16
2021-06-13 3:00:00,South,Small Business,Electronics,16,379.29,6068.64,0.11
2021-06-13 4:00:00,West,Corporate,Office Supplies,41,425.34,17438.94,0.28
2021-06-13 5:00:00,West,Corporate,Office Supplies,14,313.63,4390.82,0.13
2021-06-13 6:00:00,West,Corporate,Furniture,25,255.7,6392.5,0.19
2021-06-13 7:00:00,East,Consumer,Furniture,30,193.23,5796.9,0.09
2021-06-13 8:00:00,East,Corporate,Furniture,7,119.64,837.48,0.16
2021-06-13 9:00:00,East,Small Business,Electronics,12,283.13,3397.56,0.28
2021-06-13 10:00:00,South,Corporate,Electronics,3,445.85,1337.55,0.3
2021-06-13 11:00:00,East,Corporate,Office Supplies,27,301.05,8128.35,0.14
2021-06-13 12:00:00,South,Consumer,Office Supplies,46,460.61,21188.06,0.09
2021-06-13 13:00:00,West,Corporate,Office Supplies,19,184.89,3512.91,0.13
2021-06-13 14:00:00,East,Small Business,Furniture,43,350.62,15076.66,0.13
2021-06-13 15:00:00,East,Corporate,Electronics,37,327.85,12130.45,0.21
2021-06-13 16:00:00,North,Small Business,Office Supplies,45,338.51,15232.95,0.17
2021-06-13 17:00:00,South,Consumer,Office Supplies,42,326.07,13694.94,0.24
2021-06-13 18:00:00,West,Corporate,Office Supplies,7,118.61,830.27,0.23
2021-06-13 19:00:00,North,Consumer,Office Supplies,49,80.36,3937.64,0.11
2021-06-13 20:00:00,North,Corporate,Office Supplies,16,489.53,7832.48,0.25
2021-06-13 21:00:00,West,Small Business,Office Supplies,32,32.19,1030.08,0.26
2021-06-13 22:00:00,North,Consumer,Electronics,8,239.19,1913.52,0.2
2021-06-13 23:00:00,South,Corporate,Office Supplies,49,218.29,10696.21,0.28
2021-06-14 0:00:00,South,Small Business,Electronics,13,186.41,2423.33,0.25
2021-06-14 1:00:00,East,Consumer,Furniture,11,393.17,4324.87,0.2
2021-06-14 2:00:00,North,Corporate,Electronics,20,375.22,7504.4,0.28
2021-06-14 3:00:00,East,Consumer,Furniture,18,453.56,8164.08,0.2
2021-06-14 4:00:00,North,Corporate,Electronics,37,203.79,7540.23,0.18
2021-06-14 5:00:00,South,Small Business,Electronics,6,286.45,1718.7,0.14
2021-06-14 6:00:00,South,Small Business,Office Supplies,20,447.23,8944.6,0.27
2021-06-14 7:00:00,South,Consumer,Electronics,32,496.99,15903.68,0.08
2021-06-14 8:00:00,North,Consumer,Electronics,46,484.95,22307.7,0.17
2021-06-14 9:00:00,South,Corporate,Office Supplies,44,361.74,15916.56,0.18
2021-06-14 10:00:00,North,Small Business,Furniture,29,80.18,2325.22,0.19
2021-06-14 11:00:00,East,Corporate,Office Supplies,4,21.36,85.44,0.21
2021-06-14 12:00:00,North,Small Business,Office Supplies,7,414.36,2900.52,0.18
2021-06-14 13:00:00,East,Consumer,Office Supplies,43,422.06,18148.58,0.11
2021-06-14 14:00:00,North,Corporate,Furniture,20,375.72,7514.4,0.26
2021-06-14 15:00:00,East,Corporate,Electronics,34,147.16,5003.44,0.21
2021-06-14 16:00:00,South,Small Business,Electronics,36,323.51,11646.36,0.26
2021-06-14 17:00:00,East,Small Business,Office Supplies,7,164.96,1154.72,0.12
2021-06-14 18:00:00,South,Small Business,Office Supplies,33,230.82,7617.06,0.21
2021-06-14 19:00:00,South,Consumer,Electronics,15,197.39,2960.85,0.23
2021-06-14 20:00:00,East,Corporate,Electronics,32,457.68,14645.76,0.15
2021-06-14 21:00:00,North,Small Business,Electronics,22,124.74,2744.28,0.25
2021-06-14 22:00:00,North,Consumer,Furniture,40,293.03,11721.2,0.05
2021-06-14 23:00:00,West,Small Business,Furniture,29,186.88,5419.52,0.2
2021-06-15 0:00:00,North,Corporate,Office Supplies,25,334.9,8372.5,0.2
2021-06-15 1:00:00,West,Small Business,Furniture,5,286.64,1433.2,0.18
2021-06-15 2:00:00,North,Corporate,Office Supplies,14,462.75,6478.5,0.21
2021-06-15 3:00:00,North,Consumer,Electronics,35,59.79,2092.65,0.09
2021-06-15 4:00:00,South,Consumer,Electronics,2,118.11,236.22,0.22
2021-06-15 5:00:00,West,Small Business,Office Supplies,25,385.51,9637.75,0.13
2021-06-15 6:00:00,North,Corporate,Electronics,16,190.71,3051.36,0.16
2021-06-15 7:00:00,West,Corporate,Office Supplies,46,91.23,4196.58,0.13
2021-06-15 8:00:00,South,Corporate,Office Supplies,16,256.63,4106.08,0.17
2021-06-15 9:00:00,South,Small Business,Office Supplies,11,329.55,3625.05,0.21
2021-06-15 10:00:00,West,Corporate,Furniture,49,31.97,1566.53,0.26
2021-06-15 11:00:00,South,Corporate,Office Supplies,35,152.89,5351.15,0.17
2021-06-15 12:00:00,East,Corporate,Office Supplies,23,406.62,9352.26,0.13
2021-06-15 13:00:00,East,Corporate,Office Supplies,5,264.92,1324.6,0.17
2021-06-15 14:00:00,South,Small Business,Furniture,35,27.34,956.9,0.22
2021-06-15 15:00:00,East,Small Business,Electronics,29,148.16,4296.64,0.14
2021-06-15 16:00:00,North,Corporate,Furniture,47,323.18,15189.46,0.15
2021-06-15 17:00:00,West,Corporate,Office Supplies,5,107.69,538.45,0.19
2021-06-15 18:00:00,North,Consumer,Furniture,3,415.42,1246.26,0.12
2021-06-15 19:00:00,West,Consumer,Electronics,6,341.52,2049.12,0.1
2021-06-15 20:00:00,South,Corporate,Electronics,23,240.98,5542.54,0.09
2021-06-15 21:00:00,North,Corporate,Office Supplies,46,458.66,21098.36,0.14
2021-06-15 22:00:00,South,Consumer,Electronics,2,201.98,403.96,0.06
2021-06-15 23:00:00,South,Consumer,Furniture,18,125.19,2253.42,0.2
2021-06-16 0:00:00,West,Corporate,Furniture,30,334.09,10022.7,0.09
2021-06-16 1:00:00,West,Small Business,Electronics,38,290.91,11054.58,0.14
2021-06-16 2:00:00,West,Small Business,Office Supplies,5,174.27,871.35,0.12
2021-06-16 3:00:00,North,Corporate,Office Supplies,46,178.4,8206.4,0.21
2021-06-16 4:00:00,East,Corporate,Furniture,49,205.12,10050.88,0.26
2021-06-16 5:00:00,West,Consumer,Electronics,11,152.66,1679.26,0.21
2021-06-16 6:00:00,West,Consumer,Furniture,1,358.02,358.02,0.19
2021-06-16 7:00:00,North,Small Business,Furniture,10,329.17,3291.7,0.22
2021-06-16 8:00:00,West,Corporate,Furniture,41,225.98,9265.18,0.06
2021-06-16 9:00:00,North,Consumer,Office Supplies,44,204.95,9017.8,0.08
2021-06-16 10:00:00,South,Small Business,Electronics,26,188.88,4910.88,0.07
2021-06-16 11:00:00,West,Small Business,Electronics,33,148.9,4913.7,0.07
2021-06-16 12:00:00,West,Small Business,Office Supplies,27,51.99,1403.73,0.12
2021-06-16 13:00:00,South,Consumer,Furniture,12,141.42,1697.04,0.18
2021-06-16 14:00:00,South,Consumer,Furniture,2,167.39,334.78,0.08
2021-06-16 15:00:00,South,Corporate,Office Supplies,1,278.37,278.37,0.28
2021-06-16 16:00:00,West,Corporate,Electronics,1,389.16,389.16,0.26
2021-06-16 17:00:00,East,Small Business,Office Supplies,33,203.89,6728.37,0.29
2021-06-16 18:00:00,East,Small Business,Electronics,22,472.93,10404.46,0.06
2021-06-16 19:00:00,East,Consumer,Electronics,12,415.4,4984.8,0.26
2021-06-16 20:00:00,West,Consumer,Electronics,39,492.55,19209.45,0.25
2021-06-16 21:00:00,South,Corporate,Furniture,36,439.34,15816.24,0.28
2021-06-16 22:00:00,West,Corporate,Furniture,21,312.2,6556.2,0.18
2021-06-16 23:00:00,South,Corporate,Office Supplies,20,303.25,6065,0.25
2021-06-17 0:00:00,West,Consumer,Office Supplies,36,73.47,2644.92,0.06
2021-06-17 1:00:00,West,Small Business,Furniture,26,363.98,9463.48,0.07
2021-06-17 2:00:00,South,Corporate,Office Supplies,47,304.1,14292.7,0.08
2021-06-17 3:00:00,East,Corporate,Furniture,31,258.4,8010.4,0.28
2021-06-17 4:00:00,South,Consumer,Furniture,1,349.71,349.71,0.07
2021-06-17 5:00:00,North,Corporate,Electronics,38,227.58,8648.04,0.08
2021-06-17 6:00:00,North,Small Business,Electronics,14,266.69,3733.66,0.28
2021-06-17 7:00:00,South,Consumer,Furniture,26,205.19,5334.94,0.08
2021-06-17 8:00:00,West,Corporate,Electronics,46,361.51,16629.46,0.27
2021-06-17 9:00:00,North,Corporate,Furniture,42,439.54,18460.68,0.25
2021-06-17 10:00:00,North,Consumer,Electronics,7,422.01,2954.07,0.06
2021-06-17 11:00:00,West,Consumer,Office Supplies,12,395.15,4741.8,0.06
2021-06-17 12:00:00,West,Corporate,Office Supplies,24,16.76,402.24,0.18
2021-06-17 13:00:00,East,Small Business,Furniture,19,456.82,8679.58,0.3
2021-06-17 14:00:00,West,Consumer,Furniture,9,144.69,1302.21,0.27
2021-06-17 15:00:00,South,Small Business,Electronics,35,445.11,15578.85,0.13
2021-06-17 16:00:00,South,Corporate,Electronics,4,106.51,426.04,0.15
2021-06-17 17:00:00,East,Small Business,Furniture,45,225.43,10144.35,0.15
2021-06-17 18:00:00,North,Corporate,Office Supplies,42,377.21,15842.82,0.23
2021-06-17 19:00:00,North,Corporate,Office Supplies,32,323.74,10359.68,0.14
2021-06-17 20:00:00,West,Corporate,Furniture,46,213.8,9834.8,0.09
2021-06-17 21:00:00,South,Corporate,Office Supplies,6,342.53,2055.18,0.24
2021-06-17 22:00:00,North,Small Business,Furniture,28,278.99,7811.72,0.16
2021-06-17 23:00:00,East,Corporate,Electronics,28,145.11,4063.08,0.07
2021-06-18 0:00:00,East,Corporate,Office Supplies,40,326.7,13068,0.25
2021-06-18 1:00:00,South,Small Business,Office Supplies,29,110.08,3192.32,0.2
2021-06-18 2:00:00,East,Consumer,Electronics,42,350.05,14702.1,0.17
2021-06-18 3:00:00,East,Small Business,Electronics,5,11.52,57.6,0.22
2021-06-18 4:00:00,South,Small Business,Office Supplies,5,278.9,1394.5,0.18
2021-06-18 5:00:00,West,Small Business,Office Supplies,37,206.52,7641.24,0.21
2021-06-18 6:00:00,West,Corporate,Furniture,41,158.52,6499.32,0.27
2021-06-18 7:00:00,East,Corporate,Furniture,28,262.7,7355.6,0.2
2021-06-18 8:00:00,West,Corporate,Office Supplies,41,326.2,13374.2,0.21
2021-06-18 9:00:00,West,Consumer,Furniture,47,483,22701,0.2
2021-06-18 10:00:00,East,Corporate,Electronics,9,418.2,3763.8,0.18
2021-06-18 11:00:00,West,Consumer,Furniture,29,361.4,10480.6,0.09
2021-06-18 12:00:00,East,Corporate,Furniture,14,244.69,3425.66,0.13
2021-06-18 13:00:00,North,Small Business,Office Supplies,38,202.15,7681.7,0.22
2021-06-18 14:00:00,South,Corporate,Furniture,40,25.94,1037.6,0.16
2021-06-18 15:00:00,South,Consumer,Office Supplies,34,185.96,6322.64,0.15
2021-06-18 16:00:00,West,Consumer,Office Supplies,37,425.7,15750.9,0.24
2021-06-18 17:00:00,West,Corporate,Office Supplies,49,198.17,9710.33,0.05
2021-06-18 18:00:00,West,Small Business,Electronics,42,236.18,9919.56,0.22
2021-06-18 19:00:00,South,Corporate,Furniture,14,143.2,2004.8,0.17
2021-06-18 20:00:00,North,Corporate,Furniture,18,144.33,2597.94,0.14
2021-06-18 21:00:00,North,Corporate,Furniture,33,40.32,1330.56,0.14
2021-06-18 22:00:00,South,Small Business,Office Supplies,34,310.76,10565.84,0.09
2021-06-18 23:00:00,North,Consumer,Electronics,28,229.55,6427.4,0.13
2021-06-19 0:00:00,South,Small Business,Office Supplies,36,306.92,11049.12,0.15
2021-06-19 1:00:00,North,Consumer,Furniture,45,277.97,12508.65,0.16
2021-06-19 2:00:00,East,Consumer,Office Supplies,48,401.43,19268.64,0.22
2021-06-19 3:00:00,East,Consumer,Office Supplies,37,378,13986,0.16
2021-06-19 4:00:00,South,Small Business,Furniture,23,388.01,8924.23,0.25
2021-06-19 5:00:00,North,Corporate,Office Supplies,42,254.63,10694.46,0.21
2021-06-19 6:00:00,West,Corporate,Office Supplies,17,183.4,3117.8,0.1
2021-06-19 7:00:00,North,Corporate,Electronics,11,467.38,5141.18,0.12
2021-06-19 8:00:00,East,Corporate,Office Supplies,32,36.59,1170.88,0.07
2021-06-19 9:00:00,East,Corporate,Electronics,37,84.78,3136.86,0.29
2021-06-19 10:00:00,North,Small Business,Furniture,15,215.6,3234,0.27
2021-06-19 11:00:00,North,Small Business,Electronics,4,310.84,1243.36,0.07
2021-06-19 12:00:00,West,Small Business,Office Supplies,39,14.02,546.78,0.19
2021-06-19 13:00:00,West,Small Business,Furniture,30,362.47,10874.1,0.29
2021-06-19 14:00:00,North,Small Business,Office Supplies,10,283.78,2837.8,0.24
2021-06-19 15:00:00,North,Small Business,Office Supplies,23,247.5,5692.5,0.17
2021-06-19 16:00:00,North,Small Business,Electronics,24,217.51,5220.24,0.11
2021-06-19 17:00:00,North,Corporate,Office Supplies,36,264.55,9523.8,0.12
2021-06-19 18:00:00,South,Consumer,Electronics,5,89.28,446.4,0.23
2021-06-19 19:00:00,North,Small Business,Furniture,37,63.27,2340.99,0.25
2021-06-19 20:00:00,West,Consumer,Furniture,43,151.92,6532.56,0.18
2021-06-19 21:00:00,East,Small Business,Office Supplies,19,357.66,6795.54,0.08
2021-06-19 22:00:00,South,Small Business,Electronics,37,298.26,11035.62,0.28
2021-06-19 23:00:00,North,Corporate,Office Supplies,8,245.26,1962.08,0.26
2021-06-20 0:00:00,East,Consumer,Office Supplies,7,290.05,2030.35,0.09
2021-06-20 1:00:00,South,Corporate,Office Supplies,40,284.04,11361.6,0.06
2021-06-20 2:00:00,East,Corporate,Office Supplies,13,160.45,2085.85,0.18
2021-06-20 3:00:00,North,Consumer,Electronics,37,57.75,2136.75,0.12
2021-06-20 4:00:00,North,Corporate,Office Supplies,27,449.42,12134.34,0.12
2021-06-20 5:00:00,West,Small Business,Furniture,18,303.96,5471.28,0.07
2021-06-20 6:00:00,North,Small Business,Electronics,24,351.9,8445.6,0.29
2021-06-20 7:00:00,North,Small Business,Office Supplies,41,237.36,9731.76,0.26
2021-06-20 8:00:00,South,Small Business,Electronics,2,380.68,761.36,0.08
2021-06-20 9:00:00,West,Small Business,Office Supplies,16,296.4,4742.4,0.27
2021-06-20 10:00:00,South,Corporate,Furniture,14,36.36,509.04,0.22
2021-06-20 11:00:00,East,Corporate,Furniture,17,446.15,7584.55,0.13
2021-06-20 12:00:00,North,Small Business,Furniture,6,159.71,958.26,0.27
2021-06-20 13:00:00,East,Small Business,Electronics,35,77.57,2714.95,0.2
2021-06-20 14:00:00,South,Corporate,Furniture,17,53.14,903.38,0.26
2021-06-20 15:00:00,North,Consumer,Office Supplies,45,363.02,16335.9,0.17
2021-06-20 16:00:00,North,Corporate,Office Supplies,38,354.94,13487.72,0.18
2021-06-20 17:00:00,South,Corporate,Office Supplies,40,353.08,14123.2,0.12
2021-06-20 18:00:00,South,Corporate,Electronics,6,458.72,2752.32,0.15
2021-06-20 19:00:00,South,Corporate,Electronics,48,180.98,8687.04,0.19
2021-06-20 20:00:00,South,Corporate,Furniture,38,284.96,10828.48,0.29
2021-06-20 21:00:00,South,Consumer,Electronics,49,313.55,15363.95,0.2
2021-06-20 22:00:00,North,Small Business,Office Supplies,21,489.95,10288.95,0.09
2021-06-20 23:00:00,South,Small Business,Office Supplies,35,163.05,5706.75,0.05
2021-06-21 0:00:00,North,Consumer,Office Supplies,23,478.6,11007.8,0.26
2021-06-21 1:00:00,North,Small Business,Electronics,12,82.88,994.56,0.14
2021-06-21 2:00:00,South,Small Business,Office Supplies,29,384.36,11146.44,0.13
2021-06-21 3:00:00,South,Small Business,Furniture,27,320.11,8642.97,0.25
2021-06-21 4:00:00,West,Consumer,Electronics,6,410.28,2461.68,0.29
2021-06-21 5:00:00,North,Consumer,Office Supplies,21,24.06,505.26,0.24
2021-06-21 6:00:00,South,Small Business,Office Supplies,7,48.28,337.96,0.09
2021-06-21 7:00:00,South,Small Business,Electronics,43,44.15,1898.45,0.15
2021-06-21 8:00:00,South,Small Business,Electronics,41,300.55,12322.55,0.24
2021-06-21 9:00:00,West,Corporate,Furniture,16,305.44,4887.04,0.28
2021-06-21 10:00:00,West,Corporate,Electronics,5,453.99,2269.95,0.3
2021-06-21 11:00:00,East,Corporate,Office Supplies,15,239.13,3586.95,0.18
2021-06-21 12:00:00,North,Consumer,Furniture,21,43.34,910.14,0.26
2021-06-21 13:00:00,East,Small Business,Office Supplies,4,112.67,450.68,0.06
2021-06-21 14:00:00,South,Consumer,Office Supplies,5,13.96,69.8,0.12
2021-06-21 15:00:00,West,Consumer,Office Supplies,7,390.59,2734.13,0.14
2021-06-21 16:00:00,West,Consumer,Electronics,35,409.64,14337.4,0.29
2021-06-21 17:00:00,East,Small Business,Electronics,36,498.99,17963.64,0.05
2021-06-21 18:00:00,West,Corporate,Office Supplies,15,211.98,3179.7,0.13
2021-06-21 19:00:00,South,Small Business,Electronics,28,19.46,544.88,0.28
2021-06-21 20:00:00,West,Small Business,Office Supplies,2,125.02,250.04,0.13
2021-06-21 21:00:00,East,Consumer,Electronics,5,298.01,1490.05,0.11
2021-06-21 22:00:00,South,Consumer,Electronics,7,481.35,3369.45,0.23
2021-06-21 23:00:00,East,Consumer,Electronics,22,60.75,1336.5,0.24
2021-06-22 0:00:00,West,Corporate,Furniture,49,69.57,3408.93,0.17
2021-06-22 1:00:00,East,Corporate,Electronics,31,353.86,10969.66,0.29
2021-06-22 2:00:00,East,Corporate,Furniture,32,336.93,10781.76,0.1
2021-06-22 3:00:00,North,Small Business,Furniture,8,132.75,1062,0.28
2021-06-22 4:00:00,West,Consumer,Furniture,41,408.44,16746.04,0.24
2021-06-22 5:00:00,West,Small Business,Office Supplies,42,73.1,3070.2,0.14
2021-06-22 6:00:00,East,Corporate,Electronics,11,463.61,5099.71,0.25
2021-06-22 7:00:00,North,Consumer,Office Supplies,1,108.51,108.51,0.08
2021-06-22 8:00:00,West,Corporate,Furniture,47,49.86,2343.42,0.08
2021-06-22 9:00:00,South,Consumer,Electronics,40,176.37,7054.8,0.28
2021-06-22 10:00:00,East,Consumer,Office Supplies,19,102.04,1938.76,0.07
2021-06-22 11:00:00,West,Small Business,Furniture,44,268.2,11800.8,0.05
2021-06-22 12:00:00,South,Small Business,Office Supplies,38,346.55,13168.9,0.15
2021-06-22 13:00:00,West,Corporate,Office Supplies,42,250.55,10523.1,0.08
2021-06-22 14:00:00,South,Small Business,Electronics,37,333.7,12346.9,0.27
2021-06-22 15:00:00,East,Small Business,Electronics,7,188.81,1321.67,0.28
2021-06-22 16:00:00,West,Small Business,Office Supplies,39,23.68,923.52,0.17
2021-06-22 17:00:00,West,Consumer,Electronics,25,487.29,12182.25,0.16
2021-06-22 18:00:00,North,Small Business,Electronics,22,411.51,9053.22,0.18
2021-06-22 19:00:00,East,Corporate,Office Supplies,27,45.98,1241.46,0.11
2021-06-22 20:00:00,South,Consumer,Electronics,41,230.1,9434.1,0.12
2021-06-22 21:00:00,West,Consumer,Electronics,47,321.16,15094.52,0.08
2021-06-22 22:00:00,West,Small Business,Furniture,38,103.39,3928.82,0.16
2021-06-22 23:00:00,South,Consumer,Electronics,48,293.21,14074.08,0.2
2021-06-23 0:00:00,East,Corporate,Furniture,39,271.49,10588.11,0.28
2021-06-23 1:00:00,North,Corporate,Office Supplies,15,112.05,1680.75,0.23
2021-06-23 2:00:00,North,Consumer,Furniture,2,79.19,158.38,0.23
2021-06-23 3:00:00,West,Small Business,Office Supplies,8,381.89,3055.12,0.13
2021-06-23 4:00:00,South,Small Business,Electronics,44,168.07,7395.08,0.27
2021-06-23 5:00:00,West,Consumer,Electronics,43,129.58,5571.94,0.29
2021-06-23 6:00:00,South,Corporate,Furniture,6,371.56,2229.36,0.28
2021-06-23 7:00:00,North,Consumer,Office Supplies,20,370.67,7413.4,0.06
2021-06-23 8:00:00,East,Small Business,Electronics,27,145.44,3926.88,0.2
2021-06-23 9:00:00,South,Small Business,Furniture,45,437.56,19690.2,0.21
2021-06-23 10:00:00,North,Consumer,Furniture,23,347.24,7986.52,0.12
2021-06-23 11:00:00,West,Corporate,Furniture,48,179.42,8612.16,0.3
2021-06-23 12:00:00,South,Consumer,Electronics,40,219.47,8778.8,0.12
2021-06-23 13:00:00,East,Corporate,Office Supplies,17,366.09,6223.53,0.1
2021-06-23 14:00:00,West,Corporate,Electronics,13,113.68,1477.84,0.17
2021-06-23 15:00:00,West,Consumer,Electronics,4,239.69,958.76,0.13
2021-06-23 16:00:00,North,Consumer,Office Supplies,20,330.24,6604.8,0.28
2021-06-23 17:00:00,South,Corporate,Furniture,42,274.35,11522.7,0.16
2021-06-23 18:00:00,West,Corporate,Electronics,25,308.08,7702,0.15
2021-06-23 19:00:00,East,Corporate,Furniture,22,277.64,6108.08,0.21
2021-06-23 20:00:00,South,Corporate,Furniture,48,107.62,5165.76,0.07
2021-06-23 21:00:00,East,Small Business,Office Supplies,17,211,3587,0.24
2021-06-23 22:00:00,West,Consumer,Office Supplies,40,270.67,10826.8,0.24
2021-06-23 23:00:00,East,Corporate,Office Supplies,11,392.23,4314.53,0.17
2021-06-24 0:00:00,North,Consumer,Furniture,25,330.41,8260.25,0.29
2021-06-24 1:00:00,East,Corporate,Furniture,5,219.03,1095.15,0.19
2021-06-24 2:00:00,South,Consumer,Electronics,21,487.46,10236.66,0.22
2021-06-24 3:00:00,East,Consumer,Furniture,26,62.82,1633.32,0.28
2021-06-24 4:00:00,East,Corporate,Office Supplies,16,111.33,1781.28,0.22
2021-06-24 5:00:00,North,Corporate,Office Supplies,40,177.24,7089.6,0.16
2021-06-24 6:00:00,East,Consumer,Office Supplies,21,122,2562,0.06
2021-06-24 7:00:00,East,Consumer,Office Supplies,48,316.47,15190.56,0.23
2021-06-24 8:00:00,West,Consumer,Furniture,32,29.38,940.16,0.29
2021-06-24 9:00:00,West,Small Business,Office Supplies,4,96.94,387.76,0.17
2021-06-24 10:00:00,South,Corporate,Electronics,38,153.74,5842.12,0.13
2021-06-24 11:00:00,West,Small Business,Furniture,8,344.84,2758.72,0.18
2021-06-24 12:00:00,West,Small Business,Office Supplies,9,439.17,3952.53,0.23
2021-06-24 13:00:00,West,Corporate,Electronics,45,401.26,18056.7,0.05
2021-06-24 14:00:00,West,Corporate,Office Supplies,17,99.22,1686.74,0.27
2021-06-24 15:00:00,North,Small Business,Furniture,41,287.05,11769.05,0.27
2021-06-24 16:00:00,West,Corporate,Furniture,13,24.71,321.23,0.19
2021-06-24 17:00:00,North,Consumer,Electronics,9,162.16,1459.44,0.08
2021-06-24 18:00:00,North,Consumer,Furniture,6,404.93,2429.58,0.22
2021-06-24 19:00:00,West,Small Business,Electronics,27,233.77,6311.79,0.08
2021-06-24 20:00:00,East,Small Business,Office Supplies,42,83.47,3505.74,0.18
2021-06-24 21:00:00,North,Corporate,Furniture,37,224.89,8320.93,0.07
2021-06-24 22:00:00,East,Corporate,Office Supplies,39,107.04,4174.56,0.2
2021-06-24 23:00:00,East,Small Business,Office Supplies,43,202.66,8714.38,0.13
2021-06-25 0:00:00,West,Small Business,Furniture,24,249.04,5976.96,0.26
2021-06-25 1:00:00,South,Consumer,Office Supplies,9,181.28,1631.52,0.25
2021-06-25 2:00:00,West,Consumer,Electronics,42,469.11,19702.62,0.3
2021-06-25 3:00:00,South,Corporate,Electronics,11,285.64,3142.04,0.11
2021-06-25 4:00:00,South,Consumer,Electronics,35,423.02,14805.7,0.07
2021-06-25 5:00:00,West,Corporate,Furniture,29,382.76,11100.04,0.16
2021-06-25 6:00:00,West,Corporate,Office Supplies,8,333.97,2671.76,0.07
2021-06-25 7:00:00,South,Corporate,Office Supplies,17,253.48,4309.16,0.09
2021-06-25 8:00:00,West,Consumer,Office Supplies,7,11.07,77.49,0.2
2021-06-25 9:00:00,South,Small Business,Office Supplies,12,310.6,3727.2,0.2
2021-06-25 10:00:00,East,Small Business,Electronics,48,184.42,8852.16,0.06
2021-06-25 11:00:00,West,Consumer,Furniture,15,67.7,1015.5,0.16
2021-06-25 12:00:00,East,Small Business,Electronics,29,227.87,6608.23,0.18
2021-06-25 13:00:00,North,Corporate,Electronics,45,370.42,16668.9,0.12
2021-06-25 14:00:00,East,Small Business,Furniture,24,481.22,11549.28,0.27
2021-06-25 15:00:00,East,Consumer,Furniture,37,193.31,7152.47,0.09
2021-06-25 16:00:00,South,Small Business,Electronics,14,275.93,3863.02,0.11
2021-06-25 17:00:00,East,Corporate,Office Supplies,11,427.11,4698.21,0.09
